chunk_id,book_title,chapter_title,section_title,page_start,page_end,chunk_title,topic_type,cleaned_text,keywords,citation_anchor
M_YLSMX_V1_0105,园林树木学,第4章 园林树木的生态习性,4.2.1.2 中生植物,69,69,中生植物的概念与适水性,definition,中生植物是生长在水分条件中等的环境中、既不能忍受长期过干也不能忍受长期过湿的植物。它们通常具有较发达的根系和输导系统，能够适应一般土壤水分条件。部分木本中生植物在长期生态适应中也可表现出一定耐旱或耐涝能力，但其基本生态特性仍以适中水分条件为主。,中生植物；水分条件；根系；输导系统；耐旱；耐涝,园林树木学-第4章 园林树木的生态习性-4.2.1.2 中生植物-69-69
M_YLSMX_V1_0106,园林树木学,第4章 园林树木的生态习性,4.2.1.3 湿生植物,69,69,湿生植物的类型与特征,definition,湿生植物是适生于潮湿环境、需要较高空气湿度或土壤水分的植物。教材将湿生植物分为喜光湿生植物和耐阴湿生植物两类。湿生植物通常缺少明显的旱生结构，细胞液渗透压较低，蒸腾调节能力相对较弱，对干旱环境的适应性不强。园林应用中应根据湿生植物对光照和水分的要求安排种植位置。,湿生植物；喜光湿生植物；耐阴湿生植物；潮湿环境；渗透压；水分适应,园林树木学-第4章 园林树木的生态习性-4.2.1.3 湿生植物-69-69
M_YLSMX_V1_0107,园林树木学,第4章 园林树木的生态习性,4.2.1.4 水生植物,69,70,水生植物的类型与适水结构,definition,水生植物是生活在水中或水湿环境中的植物，可分为挺水植物、浮水植物和沉水植物等类型，浮水植物又可有部分浮水和全株浮水等情况。水生植物常具有发达的通气组织，有利于在水中获得和运输气体；水上叶片往往较大，水下叶片较小或薄，表皮和机械组织较不发达，根系也常较弱。不同类型水生植物在水体中的位置和形态结构不同，反映了其对水环境的适应。,水生植物；挺水植物；浮水植物；沉水植物；通气组织；水环境适应,园林树木学-第4章 园林树木的生态习性-4.2.1.4 水生植物-69-70
M_YLSMX_V1_0108,园林树木学,第4章 园林树木的生态习性,4.2.2 耐旱、耐涝树种,70,72,耐旱耐涝树种分类的意义,summary,园林树木对干旱和积水的适应能力存在显著差异，因此在树种选择和栽培管理中需要区分耐旱树种与耐涝树种。教材以武汉地区长期干旱和洪水资料为依据，将大量树种按受害程度和恢复能力划分为不同耐性等级。这样的分类有助于在立地水分条件复杂的地区选择适宜树种，也提示同一树种的耐性评价应结合当地气候、土壤、树龄、根系和原产生境等因素综合判断。,耐旱树种；耐涝树种；水分适应；树种选择；立地条件；受害程度,园林树木学-第4章 园林树木的生态习性-4.2.2 耐旱、耐涝树种-70-72
M_YLSMX_V1_0109,园林树木学,第4章 园林树木的生态习性,4.2.2.1 耐旱树种,70,71,耐旱树种等级划分依据,summary,耐旱树种的划分可依据长期干旱条件下树木的叶片萎蔫、落叶、枝梢干枯、整株死亡和恢复生长等表现进行。教材以武汉一九五九年夏秋连续八十余天干旱为依据，将二百余种树木分为五个耐旱等级：耐旱性强的树种在严重干旱下受害轻、恢复力强；耐旱性中等的树种会出现不同程度的叶片和枝梢受害；耐旱性弱的树种在持续干旱中受害重甚至死亡。实际应用中不宜只背诵树种名单，而应理解耐旱等级反映的是树木在特定干旱胁迫下的受害程度和恢复能力。,耐旱树种；干旱胁迫；受害程度；恢复能力；等级划分；武汉干旱,园林树木学-第4章 园林树木的生态习性-4.2.2.1 耐旱树种-70-71
M_YLSMX_V1_0110,园林树木学,第4章 园林树木的生态习性,4.2.2.2 耐淹树种,71,72,耐淹树种等级划分依据,summary,耐淹树种的划分可依据洪水或长期积水后树木的受害程度、死亡情况和恢复能力进行。教材根据武汉一九三一年和一九五四年洪水资料，将一百余种树木分为五个耐淹等级：耐淹性强的树种在淹水后仍能存活或恢复较好，耐淹性中等的树种出现不同程度落叶、枝梢枯死或生长削弱，耐淹性弱的树种在较长时间淹水后受害重甚至死亡。教材还概括指出，耐淹性与树种原产生境、分布范围、根系特性及分类类群有关；分布较广、原产湿润或水湿环境的树种往往耐性较强，而分布狭窄或不适应水湿环境的树种耐性较弱。,耐淹树种；洪水；积水胁迫；恢复能力；原产生境；根系特性；分布范围,园林树木学-第4章 园林树木的生态习性-4.2.2.2 耐淹树种-71-72
M_YLSMX_V1_0111,园林树木学,第4章 园林树木的生态习性,4.2.3 水分的其他形态对树木的影响,72,72,水分其他形态对树木的影响,summary,除土壤水分和积水外，雪、冰雹、冻雨、雾凇和雾等水分形态也会影响树木生长。积雪可在冬季起到保温和补充水分的作用，但过厚或附着过重会压断枝条；冰雹会直接打伤叶片、嫩枝、花和果实；冻雨和雾凇附着在枝干上会增加机械负荷，造成折枝或倒伏；雾可增加空气湿度、减少蒸腾，在某些条件下有利于树木水分平衡，但持续阴湿也可能影响光照和正常生长。园林管理中应根据不同水分形态的利弊采取防护和修复措施。,雪；冰雹；冻雨；雾凇；雾；机械损伤；水分形态,园林树木学-第4章 园林树木的生态习性-4.2.3 水分的其他形态对树木的影响-72-72
M_YLSMX_V1_0112,园林树木学,第4章 园林树木的生态习性,4.3 光照因子,73,73,光照因子对植物的作用,summary,光照是植物生存的重要生态因子，既是绿色植物进行光合作用的能量来源，也是影响植物形态建成、生长发育和分布的重要条件。光照对植物的影响可从光质、日照时间长短和光照强度等方面分析。园林树木栽培和配置中应根据树种对光照条件的要求，合理安排种植位置和群落层次。,光照因子；光合作用；光质；日照时间；光照强度；园林配置,园林树木学-第4章 园林树木的生态习性-4.3 光照因子-73-73
M_YLSMX_V1_0113,园林树木学,第4章 园林树木的生态习性,4.3.1 光质对植物的影响,73,73,光质对植物生长发育的影响,summary,不同波长的光对植物生长发育作用不同。可见光中红光对光合作用作用强，并能促进茎的伸长和种子或孢子萌发；蓝紫光通常抑制茎伸长，并影响芽和细胞分化、激素形成、向光性和花青素形成；紫外线和红外线也会对植物产生特定影响。绿色光和黄色光被植物利用较少，较多被反射或透过。光质差异会影响植物形态、色泽和生理活动，是林下、温室和城市环境中需要考虑的生态条件。,光质；红光；蓝紫光；光合作用；向光性；花青素；光谱,园林树木学-第4章 园林树木的生态习性-4.3.1 光质对植物的影响-73-73
M_YLSMX_V1_0114,园林树木学,第4章 园林树木的生态习性,4.3.2 日照时间长短对植物的影响,73,74,光周期现象与植物类型,definition,日照时间长短对植物开花、营养生长和休眠等具有明显影响，这种对昼夜长短变化的反应称为光周期现象。根据开花对日照长度的要求，植物可分为长日照植物、短日照植物、中日照植物和日中性植物。长日照植物多与高纬度或较长日照条件有关，短日照植物多与低纬度或较短日照条件有关，但具体反应因种类而异。日照长度还会影响树木营养生长和休眠，生产上可通过补光或短日照处理调节生长发育进程。,日照时间；光周期现象；长日照植物；短日照植物；中日照植物；日中性植物；休眠,园林树木学-第4章 园林树木的生态习性-4.3.2 日照时间长短对植物的影响-73-74
M_YLSMX_V1_0115,园林树木学,第4章 园林树木的生态习性,4.3.3 光照强度对植物的影响,74,74,植物按光照强度需求的类型,definition,按对光照强度的需求和适应能力，植物可分为阳性植物、阴性植物和中性植物或耐阴植物。阳性植物需要较强光照，在荫蔽条件下生长不良；阴性植物适于较弱光照，强光下可能受害；中性或耐阴植物对光照强度的适应范围较宽，既能在一定荫蔽下生长，也可适应较强光照。不同光照类型植物在叶片结构、光合特性、树冠形态和更新方式等方面常有差异，园林配置中应据此安排上层、下层和林缘植物。,光照强度；阳性植物；阴性植物；耐阴植物；中性植物；园林配置,园林树木学-第4章 园林树木的生态习性-4.3.3 光照强度对植物的影响-74-74
M_YLSMX_V1_0116,园林树木学,第4章 园林树木的生态习性,4.3.4 树木的耐阴力,74,75,树木耐阴力的应用价值,summary,树木耐阴力是树木在较弱光照条件下维持生长和生存的能力。掌握树木耐阴力对于园林树种选择、群落配置、复层种植和林下更新具有重要意义。教材以华北常见乔木为例说明不同树种耐阴能力存在由强到弱的差别，但具体应用时不宜机械套用名单，还应结合树龄、立地、群落结构和管理目标判断。耐阴力强的树种可用于较荫蔽位置或下层配置，耐阴力弱的树种则更适合光照充足环境。,耐阴力；树种选择；群落配置；复层种植；林下更新；光照条件,园林树木学-第4章 园林树木的生态习性-4.3.4 树木的耐阴力-74-75
M_YLSMX_V1_0117,园林树木学,第4章 园林树木的生态习性,4.3.4.2 判断树木耐阴性的标准,75,76,判断树木耐阴性的标准,summary,判断树木耐阴性可从生理指标、形态指标和生态表现等方面综合分析。生理上常用光补偿点和光饱和点衡量树木对弱光和强光的适应能力，但这些数值会因产地、器官、温度、湿度等条件而变化。形态上可根据树冠形状、下枝保留情况、叶幕密度、叶片形态、常绿或落叶、针叶或阔叶等特征作初步判断。树木耐阴性还受纬度、海拔和土壤肥力影响，同一树种在不同环境下需光量不同。掌握这些标准有助于引种驯化、苗木培育、植物配置、养护管理和盆栽催花等工作。,耐阴性；光补偿点；光饱和点；树冠形态；叶幕密度；需光量,园林树木学-第4章 园林树木的生态习性-4.3.4.2 判断树木耐阴性的标准-75-76
M_YLSMX_V1_0118,园林树木学,第4章 园林树木的生态习性,4.4.1 空气中对植物起主要作用的成分,76,76,空气主要成分对植物的作用,summary,空气中对植物起主要作用的成分包括氧、二氧化碳和氮。氧是呼吸作用不可缺少的成分，空气中氧含量一般较稳定，但根部和水生植物的呼吸常受土壤或水中氧含量影响，土壤空气不足会抑制根的伸长并影响全株生长。二氧化碳是光合作用的原料，空气中二氧化碳浓度在一定范围内升高可增强光合作用，现代栽培中可采取施用二氧化碳的措施。氮约占空气的五分之四，但高等植物不能直接利用游离氮，主要依靠固氮微生物和蓝绿藻等固定后进入植物营养循环。,空气成分；氧；二氧化碳；氮；呼吸作用；光合作用；固氮,园林树木学-第4章 园林树木的生态习性-4.4.1 空气中对植物起主要作用的成分-76-76
M_YLSMX_V1_0119,园林树木学,第4章 园林树木的生态习性,4.4.2 空气中的污染物质,76,77,空气污染物质的类型与城市烟雾,summary,工业发展和防护措施不完善会造成大气和水源污染，污染大气中的有毒物质种类很多。按毒害机制，空气污染物可分为氧化性、还原性、酸性、碱性、有机毒害和粉尘等类型。城市中汽车过多时，汽车尾气经太阳紫外线照射可发生光化学作用并形成浅蓝色烟雾，其中臭氧占主要部分，另含醛类、硝酸盐类、过氧乙酰基硝酸酯以及含铅物质等，是大城市常见的次生污染物质。空气污染物会改变城市空气质量，并对园林植物生长和人体健康造成危害。,空气污染；有毒物质；氧化性污染；还原性污染；粉尘；光化学烟雾；臭氧,园林树木学-第4章 园林树木的生态习性-4.4.2 空气中的污染物质-76-77
M_YLSMX_V1_0120,园林树木学,第4章 园林树木的生态习性,4.4.3 城市环境中习见的污染物质和抗烟毒树种,77,79,二氧化硫对树木的危害与抗性差异,summary,二氧化硫是燃煤工厂、供暖和发电锅炉烟囱、硫酸化肥厂等常见烟气中的重要污染物。二氧化硫进入叶片后遇水形成亚硫酸和亚硫酸离子，并进一步氧化为硫酸离子；当亚硫酸离子增多到一定程度时，叶片会失绿，严重时逐渐枯焦死亡。空气中二氧化硫达到一定含量时即可对部分植物产生毒害作用。不同地区调查都显示树种对二氧化硫抗性有强弱差别，园林绿化中应根据污染源和树种抗性选择适宜树木。,二氧化硫；烟气污染；叶片失绿；抗烟毒树种；树种抗性；城市环境,园林树木学-第4章 园林树木的生态习性-4.4.3 城市环境中习见的污染物质和抗烟毒树种-77-79
M_YLSMX_V1_0121,园林树木学,第4章 园林树木的生态习性,4.4.3 城市环境中习见的污染物质和抗烟毒树种,78,78,光化学烟雾对植物的影响,summary,光化学烟雾主要由汽车排出气体在紫外线照射下发生反应形成，二氧化氮可产生氧化亚氮和氧原子，氧原子又可与空气中的氧形成臭氧，并与二氧化硫、水蒸气及尾气中的碳氢化合物等继续形成复杂污染物。光化学烟雾中臭氧含量最大，约占主要毒质的大部分。树种对臭氧等光化学污染物的抗性存在明显差异，因此城市道路和工业区绿化应优先选择抗性较强的种类。,光化学烟雾；臭氧；汽车尾气；紫外线；树种抗性；城市绿化,园林树木学-第4章 园林树木的生态习性-4.4.3 城市环境中习见的污染物质和抗烟毒树种-78-78
M_YLSMX_V1_0122,园林树木学,第4章 园林树木的生态习性,4.4.3 城市环境中习见的污染物质和抗烟毒树种,78,79,氯及氟化物对植物的危害,summary,氯气、氯化氢和氟化物等污染物对植物危害较大。氯气和氯化氢可来自相关工业生产过程，长期或较高浓度暴露会导致植物受害。氟化物对植物危害很强，空气中氟化氢浓度达到较低水平时，叶尖和叶缘即可首先出现受害症状；浓度和持续时间增加时，受害程度明显加重。教材以不同树种的调查说明树木对氟化物也存在抗性差异，污染区应结合污染物种类选择抗性强的树种。,氯气；氯化氢；氟化物；氟化氢；叶尖受害；抗性树种,园林树木学-第4章 园林树木的生态习性-4.4.3 城市环境中习见的污染物质和抗烟毒树种-78-79
M_YLSMX_V1_0123,园林树木学,第4章 园林树木的生态习性,4.4.4 空气的流动与抗风树种,79,79,空气流动对树木的利弊,summary,空气流动形成风，风可按速度分级，并因季候、海陆、焚风、台风和局地地形等形成不同类型。低速风有利于植物传粉、种子和果实传播，也有助于空气交换；高速风则会造成生理和机械伤害，如加速蒸腾、造成旱风危害、吹折枝干或使树木倒伏，海边含盐潮风还会使枝叶覆盐而枯萎。树木抗风力与树冠紧密程度、材质、根系深浅、繁殖方式、立地条件和配置密度有关；冠紧密、材质坚韧、根系强大深广且密植合理的树木通常抗风力较强。,空气流动；风；传粉；种子传播；抗风力；机械伤害；台风,园林树木学-第4章 园林树木的生态习性-4.4.4 空气的流动与抗风树种-79-79
M_YLSMX_V1_0124,园林树木学,第4章 园林树木的生态习性,4.5.1 依土壤酸度而分的植物类型,80,80,按土壤酸度划分植物类型,definition,土壤酸度受气候、母岩、土壤无机和有机成分、地形地势、地下水和植物等因素影响，并随土层深度、季节变化和施肥情况而变化。按中国科学院南京土壤研究所一九七八年标准，土壤酸碱度可分为强酸性、酸性、中性、碱性和强碱性五级。依植物对土壤酸度的要求，可将植物分为酸性土植物、中性土植物和碱性土植物；进一步按适应范围还可分为需酸植物、需酸耐碱植物、需碱耐酸植物、需碱植物和偏酸偏碱植物等。园林树种选择应把土壤pH与树种适应性结合起来。,土壤酸度；土壤pH；酸性土植物；中性土植物；碱性土植物；树种选择,园林树木学-第4章 园林树木的生态习性-4.5.1 依土壤酸度而分的植物类型-80-80
M_YLSMX_V1_0125,园林树木学,第4章 园林树木的生态习性,4.5.2 依土壤中的含盐量而分的植物类型,80,81,按土壤含盐量划分植物类型,definition,沿海盐碱地、西北内陆干旱地区内陆湖附近和地下水位较高处常有盐土、碱土及各种盐化、碱化土壤，统称盐碱土。盐土通常含氯化钠和硫酸钠等中性盐，pH多接近中性，土壤结构尚未破坏；碱土常含碳酸钠、碳酸氢钠或碳酸钾等，土壤结构易被破坏并变坚硬，pH通常较高。按植物在盐碱土上的生长发育情况，可分为喜盐植物、抗盐植物、耐盐植物和碱土植物等类型；它们或通过积累盐分，或通过限制吸收、排盐和适应高pH等方式适应盐碱环境。,盐碱土；盐土；碱土；喜盐植物；抗盐植物；耐盐植物；碱土植物,园林树木学-第4章 园林树木的生态习性-4.5.2 依土壤中的含盐量而分的植物类型-80-81
M_YLSMX_V1_0126,园林树木学,第4章 园林树木的生态习性,4.5.3 依对土壤肥力的要求而分的植物类型,81,81,按土壤肥力要求划分植物类型,definition,绝大多数植物喜欢深厚、肥沃、湿润适当的土壤，但园林绿化中常需选择能适应瘠薄土壤的树种。耐瘠薄土地的树种称为瘠土树种，如教材列举的若干松类、栎类和灌木等；与之相对的是喜肥树种。根据植物对土壤肥力要求的差异，可在贫瘠立地、一般立地和肥沃立地中选择不同树种，以保证绿化成效和树木生长稳定。,土壤肥力；瘠土树种；喜肥树种；贫瘠立地；树种适应；园林绿化,园林树木学-第4章 园林树木的生态习性-4.5.3 依对土壤肥力的要求而分的植物类型-81-81
M_YLSMX_V1_0127,园林树木学,第4章 园林树木的生态习性,4.5.4 沙生植物,81,81,沙生植物的生态特征,definition,沙生植物是能适应沙漠、半沙漠地带的植物，通常具有耐干旱贫瘠、耐沙埋、抗日晒、抗寒耐热、容易形成不定根或不定芽等特点。教材列举沙竹、沙柳、黄柳、骆驼刺、沙冬青等作为例子。园林和防护绿化中，沙生植物适用于风沙、干旱和土壤贫瘠等特殊立地。,沙生植物；沙漠；半沙漠；耐旱；耐沙埋；不定根；防护绿化,园林树木学-第4章 园林树木的生态习性-4.5.4 沙生植物-81-81
M_YLSMX_V1_0128,园林树木学,第4章 园林树木的生态习性,4.6 地形地势因子,81,82,地形地势因子对树木生长分布的影响,summary,地形地势通过海拔高度、坡向方位和地势变化等影响树木生长与分布。海拔升高时，温度通常降低，相对湿度增高，光照增强，紫外线增加，山地土壤pH也可能随海拔变化而降低，因此高山树木与低海拔同种个体在植株高度、节间长度和叶片排列等方面会有差异。不同坡向的光照、土温、气温和水分状况差别明显，南坡和北坡对植物生长的限制因素不同。坡度、坡长、山谷宽窄深浅和走向等也会影响水土流失、小气候和植物分布。,地形地势；海拔高度；坡向；坡度；小气候；水土流失；植物分布,园林树木学-第4章 园林树木的生态习性-4.6 地形地势因子-81-82
M_YLSMX_V1_0129,园林树木学,第4章 园林树木的生态习性,4.7 生物因子,82,83,动物和植物因子对树木的影响,summary,植物生存环境中还存在许多其他生物，它们与植物之间有直接或间接的相互影响。动物可改变土壤肥力和钙质状况，也可能啃食种子、幼苗、嫩枝或叶片而危害树木；同时，鸟类和其他有益动物又可传播种子、传粉或捕食害虫。植物之间的关系更为密切，真菌寄生可致病，藤本、桑寄生和绞杀植物可削弱或危害寄主；互利共生、根部自然嫁接、连理现象、群落形成和演替等则反映植物与植物之间复杂的直接或间接作用。园林管理需同时考虑有害和有益生物因子。,生物因子；动物影响；寄生植物；共生；传粉；种子传播；群落演替,园林树木学-第4章 园林树木的生态习性-4.7 生物因子-82-83
M_YLSMX_V1_0130,园林树木学,第4章 园林树木的生态习性,4.8.1 垂直分布,83,84,植物垂直分布的规律,summary,植物垂直分布是山地因海拔高度变化形成不同植物分布带的现象。从低海拔向高海拔上升，年平均温度大致随高度升高而下降，相对湿度增加，因此植物带随海拔发生有规律的更替。一般模式可从热带雨林逐步过渡到常绿阔叶林、落叶阔叶林、针叶林、灌丛、高山草甸、高山冻荒漠直至雪线附近，但在多数山地只能见到其中部分带谱。垂直分布受山地纬度、海拔高度、坡向、降水和地形等综合影响，不能简单照搬模式图。,垂直分布；海拔高度；植物带；温度递减；山地植被；带谱,园林树木学-第4章 园林树木的生态习性-4.8.1 垂直分布-83-84
M_YLSMX_V1_0131,园林树木学,第4章 园林树木的生态习性,4.8.2 水平分布,83,84,植物水平分布的规律,summary,植物水平分布主要受纬度、经度形成的气候带影响，同时地形和土壤也有一定作用。自赤道向两极，热量随纬度升高而减少；沿经度方向离海越远，气候可由海洋性逐渐转为大陆性，水分条件和季节变化也相应改变，因此形成自然的水平分布带。热带、温带和寒带从近海到大陆内部的植被可由森林、草原到荒漠发生变化，但实际分布还会受河湖、土壤、地形地势、人类活动和物种历史发展等影响。园林绿化在不同气候区和复杂地形区应掌握这些分布规律作为树种选择基础。,水平分布；纬度；经度；气候带；森林；草原；荒漠；树种选择,园林树木学-第4章 园林树木的生态习性-4.8.2 水平分布-83-84
M_YLSMX_V1_0132,园林树木学,第4章 园林树木的生态习性,4.9 城市环境概述,84,84,城市环境对园林绿化的特殊性,summary,同一地理位置上的城市或居民区环境条件与周围自然环境相比会发生很大变化，因此园林绿化建设必须根据城市环境的特殊情况加以考虑。城市环境中的下垫面、空气、水体、土壤、建筑布局、污染源和人为活动等都会改变树木的实际生长条件。树种选择和栽培养护不能只依据区域自然气候，还要分析城市局部环境和小气候。,城市环境；园林绿化；下垫面；小气候；人为活动；树种选择,园林树木学-第4章 园林树木的生态习性-4.9 城市环境概述-84-84
M_YLSMX_V1_0133,园林树木学,第4章 园林树木的生态习性,4.9.1 城市气候,85,87,城市气候的形成原因与特点,summary,城市气候受城市下垫面、建筑密度、能源集中释放、空气污染和雾障等影响而区别于周围农村或自然环境。城市下垫面多由水泥、沥青铺装和密集建筑构成，直射光到达地面的机会减少，但反射光和漫射光较丰富；屋顶、墙面和道路蓄热多，使热量不易扩散。城市雾障削弱太阳辐射，增加云量和阴天日数，并改变降水和日照状况。教材概括城市气候特点为气温较高、空气湿度低且多雾、云多降雨多、形成城市风、太阳辐射强度减弱和日照持续时间减少。,城市气候；城市下垫面；雾障；热岛效应；太阳辐射；城市风；日照,园林树木学-第4章 园林树木的生态习性-4.9.1 城市气候-85-87
M_YLSMX_V1_0134,园林树木学,第4章 园林树木的生态习性,4.9.1.2 微尘与细菌,85,86,城市微尘与细菌的生态意义,summary,城市空气中的微尘是飘浮在空气中或污染空气的微粒，通常分为离子和核两类。离子按大小可分为轻离子、中离子、重离子和超重离子；核可由燃烧、地表物质破坏和尘粒凝结形成。城市空气与农村空气相比往往重离子较多，凝结核含量也受地区类型、天气、风向和时间变化影响。微尘有垂直分布差异，近地面、屋顶上层和工厂烟囱污染层含量不同。细菌与凝结核有关，城市空气中细菌含量通常高于农村，季节和时间也会影响其数量。,微尘；离子；凝结核；细菌；城市空气；垂直分布,园林树木学-第4章 园林树木的生态习性-4.9.1.2 微尘与细菌-85-86
M_YLSMX_V1_0135,园林树木学,第4章 园林树木的生态习性,4.9.1.3 城市空气的气体成分,86,86,城市空气气体成分的污染特征,summary,城市空气除含有一般干洁空气的组成外，还含有多种污染物，可能呈气态、雾态或液态。其主要来源包括工业、汽车发动机尾气和居民供热系统，常见有害气体包括二氧化硫、氟化氢、氯气、氯化氢、臭氧、二氧化氮、乙醛、过氧乙酰硝酸酯、一氧化碳和二氧化碳等。超过一定浓度的有害气体和悬浮微粒会改变城市空气性质，影响城市气候形成，并危害人体和树木。,城市空气；有害气体；工业污染；汽车尾气；供热系统；悬浮微粒,园林树木学-第4章 园林树木的生态习性-4.9.1.3 城市空气的气体成分-86-86
M_YLSMX_V1_0136,园林树木学,第4章 园林树木的生态习性,4.9.1.4 城市雾障,86,86,城市雾障对气候的影响,summary,城市雾障由空气中的微尘、煤烟微粒和有害气体等共同形成，其数量决定烟雾的厚度、高度和浑浊度。雾障会降低大气能见度，削弱太阳辐射，增加云量、阴天日数和降水变化，并使城市日照持续时间减少。冬季城市烟雾较低且厚度可大，逆温层形成时不利于毒气扩散，可能造成严重危害。雾障是城市气候区别于郊区和农村的重要因素之一。,城市雾障；微尘；煤烟；能见度；太阳辐射；逆温层；日照,园林树木学-第4章 园林树木的生态习性-4.9.1.4 城市雾障-86-86
M_YLSMX_V1_0137,园林树木学,第4章 园林树木的生态习性,4.9.2.1 城市水系与水体污染,87,87,城市水系与水体污染的影响,summary,城市规划和修建中常利用江河、湖泊、海域等自然水体，也会建设水库、人工运河或人工蓄水系统。城市水系会影响城市湿度、温度和土壤条件，但工业废水、农药、生活污水和其他污染物进入水体后，若超过水体自净能力，就会引起水质变坏和用途受限。水体污染可从水色、气味、清澈度、生物减少或异常增多等方面观察，也可能需要仪器监测。污染水会直接毒害动植物和人，或通过食物链危害健康；部分污染水在不超过土壤和作物自净能力时才可用于灌溉。,城市水系；水体污染；自净能力；工业废水；生活污水；食物链；灌溉,园林树木学-第4章 园林树木的生态习性-4.9.2.1 城市水系与水体污染-87-87
M_YLSMX_V1_0138,园林树木学,第4章 园林树木的生态习性,4.9.2.2 城市土壤与污染,87,89,城市土壤变化与污染特征,summary,城市建设和生产生活活动会改变原有土类并造成土壤条件复杂化。市政工程挖方、填方、碾压、铺装、行人踩踏、地下管道供热漏气、雨水渗入减少、地下水位变化、排水不良、建筑垃圾和战争或地震残留物等都会影响土壤通气、温度、水分、结构和根系生长。现代工业和能源活动产生的污染沉降物、有毒气体、污染水、化学农药、除草剂、重金属和放射性物质等进入土壤后，超过土壤自净能力即形成土壤污染。土壤污染可导致pH变化、养分转化受阻、微生物系统破坏、病菌繁殖、土质变坏和肥力下降，并具有持续性和治理困难等特点。,城市土壤；土壤污染；土壤通气；土壤坚实度；重金属；土壤自净；肥力下降,园林树木学-第4章 园林树木的生态习性-4.9.2.2 城市土壤与污染-87-89
M_YLSMX_V1_0139,园林树木学,第4章 园林树木的生态习性,4.9.2.2 城市土壤与污染,88,89,城市土壤透气性、坚实度和含盐碱量问题,summary,城市土壤透气性常因铺装、踩踏、碾压和施工而变差，隔绝土中气体与大气交换，造成缺氧并影响根系生长和土壤营养变分。不同铺装材料透气、渗水和保温能力不同，传统青砖较有利于透气和吸水，水泥预制块黏合铺装则不透气、不渗水且温差大，容易引起树木早衰。土壤坚实度过高会影响根系向外穿透和树木生长，造成早衰甚至死亡。海滨城市和盐碱土地区还易因地下水、融雪盐水或厕所渗漏等造成含盐碱量过高，导致树木生长不良或死亡。挖方、填方和改土养护必须结合土壤来源和性质具体分析。,土壤透气性；铺装；土壤坚实度；含盐量；含碱量；挖方；填方,园林树木学-第4章 园林树木的生态习性-4.9.2.2 城市土壤与污染-88-89
M_YLSMX_V1_0140,园林树木学,第4章 园林树木的生态习性,4.9.3 建筑方位和组合,89,90,建筑方位和组合对树木生态条件的影响,summary,城市建筑大量存在会形成特有小气候，使光、热、风等生态条件按建筑方位和组合重新分配。单体建筑可形成东、西、南、北四个垂直方位和屋顶环境：东面光照较柔和，适合一般树木；南面直射光和反射热较多、温度高，适合喜光和暖地边缘树种；西面光照时间短但午后强度大、变化剧烈，适宜耐燥热和不怕日灼的树木；北面以漫射光为主，温度低、湿度大、风大，适合耐寒耐阴树种。建筑高度、朝向、材料色泽和周围环境也会改变局部生态条件。建筑群组合还会形成四合院式、行列式等差异，影响向阳处温暖程度、穿堂风、阴影范围和积雪冰雪状况。,建筑方位；建筑组合；城市小气候；光照；反射热；穿堂风；阴影,园林树木学-第4章 园林树木的生态习性-4.9.3 建筑方位和组合-89-90
M_YLSMX_V1_0141,园林树木学,第4章 园林树木的生态习性,4.9.4 空气污染区,90,90,空气污染区树种选择的依据,summary,城市尤其工业城市常存在不同程度的空气污染，对树木影响最显著的区域多集中在严重污染源附近。污染区大小取决于污染源数量、气体扩散性质、排放方式和地形地物影响。进行绿化时，应调查污染源生产工艺、外泄有害气体的种类与性质、排放特点、不同方位和距离的污染浓度、水土污染状况，以及当地风向特别是主风和季节风。还应访问和观察污染源周围植物种类、生长状况、受害方位、症状和程度，以便优先选择或试验抗性较强的树种。城市栽植环境极其复杂，树种选择和栽培养护应同时分析地上环境和地下环境，尤其注意土壤与大气共同严重污染的地段。,空气污染区；污染源；有害气体；主风；季节风；抗性树种；城市栽植环境,园林树木学-第4章 园林树木的生态习性-4.9.4 空气污染区-90-90
M_YLSMX_V1_0142,园林树木学,第5章 园林树木群体及其生长发育规律,5.1 植物群体的概念及其在园林建设中的意义,91,91,植物群体的概念与园林意义,definition,植物群体是生长在一起的植物集合。按形成和发展与人类栽培活动的关系，可分为自然形成的自然群体或植物群落，以及人工形成的人为群体或栽培群体。自然群体由一定地区内适应该区域综合环境因子的植物个体组成，具有一定组成结构和外貌，并随历史发展而演变；栽培群体则由人类栽培活动创造，其形成、发展过程、方向和结果受栽培管理支配。园林中的树丛、防护林、林荫道、绿篱、苗木、花坛、花境和草坪等均可视为栽培群体。掌握园林植物群体的发展规律，有助于发挥园林绿化功能并保证植物按设计目的生长。,植物群体；自然群体；植物群落；栽培群体；园林建设；群体规律,园林树木学-第5章 园林树木群体及其生长发育规律-5.1 植物群体的概念及其在园林建设中的意义-91-91
